timeMS,CH,CLE,CRE,aX,aY,aZ
245278,-0.9137,1.8331,2.1877,-0.12,-0.02,1.03
245287,-0.9132,1.8349,2.1853,-0.12,-0.02,1.03
245296,-0.9132,1.8336,2.1844,-0.12,-0.02,1.03
245305,-0.9144,1.8319,2.1850,-0.12,-0.01,1.03
245314,-0.9153,1.8314,2.1858,-0.12,-0.01,1.03
245323,-0.9150,1.8336,2.1854,-0.12,-0.02,1.03
245332,-0.9140,1.8338,2.1847,-0.12,-0.02,1.03
245341,-0.9152,1.8343,2.1868,-0.12,-0.01,1.03
245350,-0.9154,1.8332,2.1837,-0.12,-0.01,1.02
245359,-0.9131,1.8331,2.1869,-0.12,-0.01,1.03
245368,-0.9123,1.8320,2.1861,-0.12,-0.01,1.03
245377,-0.9156,1.8337,2.1847,-0.12,-0.01,1.03
245386,-0.9148,1.8319,2.1866,-0.12,-0.01,1.03
245395,-0.9144,1.8334,2.1857,-0.12,-0.01,1.03
245404,-0.9141,1.8314,2.1848,-0.12,-0.01,1.03
245413,-0.9163,1.8329,2.1848,-0.12,-0.01,1.03
245422,-0.9131,1.8321,2.1870,-0.12,-0.01,1.03
245431,-0.9157,1.8343,2.1869,-0.12,-0.01,1.03
245440,-0.9134,1.8326,2.1865,-0.12,-0.01,1.03
245449,-0.9143,1.8320,2.1849,-0.12,-0.01,1.02
245458,-0.9122,1.8332,2.1869,-0.12,-0.02,1.03
245467,-0.9149,1.8323,2.1852,-0.12,-0.02,1.03
245476,-0.9146,1.8335,2.1853,-0.12,-0.01,1.03
245485,-0.9140,1.8330,2.1857,-0.12,-0.01,1.02
245494,-0.9148,1.8383,2.1870,-0.12,-0.02,1.03
245503,-0.9150,1.8322,2.1848,-0.12,-0.02,1.03
245512,-0.9124,1.8324,2.1862,-0.12,-0.02,1.03
245521,-0.9155,1.8322,2.1846,-0.12,-0.02,1.03
245530,-0.9138,1.8326,2.1844,-0.12,-0.02,1.03
245539,-0.9142,1.8313,2.1838,-0.12,-0.01,1.02
245548,-0.9127,1.8322,2.1858,-0.12,-0.02,1.03
245557,-0.9132,1.8318,2.1868,-0.12,-0.02,1.03
245566,-0.9148,1.8338,2.1849,-0.12,-0.02,1.02
245575,-0.9137,1.8324,2.1850,-0.12,-0.01,1.02
245584,-0.9135,1.8330,2.1857,-0.12,-0.02,1.03
245593,-0.9164,1.8323,2.1850,-0.12,-0.02,1.03
245602,-0.9103,1.8351,2.1869,-0.12,-0.02,1.03
245611,-0.9133,1.8315,2.1854,-0.12,-0.01,1.03
245620,-0.9141,1.8320,2.1871,-0.12,-0.01,1.03
245629,-0.9132,1.8337,2.1874,-0.12,-0.01,1.03
245638,-0.9159,1.8337,2.1874,-0.12,-0.01,1.03
245647,-0.9105,1.8349,2.1842,-0.12,-0.02,1.03
245656,-0.9156,1.8340,2.1865,-0.12,-0.02,1.03
245665,-0.9152,1.8342,2.1862,-0.12,-0.02,1.03
245674,-0.9152,1.8337,2.1852,-0.12,-0.01,1.02
245683,-0.9123,1.8331,2.1856,-0.12,-0.01,1.02
245692,-0.9145,1.8325,2.1838,-0.12,-0.02,1.03
245701,-0.9131,1.8304,2.1858,-0.12,-0.02,1.02
245710,-0.9149,1.8323,2.1854,-0.12,-0.02,1.02
245719,-0.9146,1.8322,2.1864,-0.12,-0.02,1.02
245728,-0.9149,1.8305,2.1861,-0.12,-0.01,1.03
245737,-0.9135,1.8331,2.1844,-0.12,-0.01,1.03
245746,-0.9159,1.8324,2.1859,-0.12,-0.01,1.03
245755,-0.9146,1.8317,2.1863,-0.12,-0.01,1.03
245764,-0.9121,1.8325,2.1861,-0.12,-0.01,1.02
245773,-0.9126,1.8317,2.1868,-0.12,-0.01,1.02
245782,-0.9149,1.8339,2.1840,-0.12,-0.01,1.02
245791,-0.9153,1.8328,2.1876,-0.12,-0.02,1.03
245800,-0.9168,1.8326,2.1860,-0.12,-0.01,1.02
245809,-0.9155,1.8350,2.1855,-0.12,-0.01,1.02
245818,-0.9133,1.8335,2.1841,-0.12,-0.02,1.03
245827,-0.9139,1.8321,2.1865,-0.12,-0.01,1.02
245836,-0.9133,1.8330,2.1872,-0.12,-0.01,1.02
245845,-0.9153,1.8345,2.1865,-0.12,-0.01,1.03
245854,-0.9134,1.8318,2.1852,-0.12,-0.01,1.03
245863,-0.9142,1.8330,2.1870,-0.12,-0.02,1.03
245872,-0.9124,1.8318,2.1858,-0.12,-0.02,1.02
245881,-0.9095,1.8346,2.1857,-0.12,-0.01,1.03
245890,-0.9160,1.8347,2.1868,-0.12,-0.02,1.02
245899,-0.9129,1.8338,2.1868,-0.12,-0.02,1.02
245908,-0.9135,1.8322,2.1871,-0.12,-0.02,1.03
245917,-0.9245,1.8313,2.1859,-0.12,-0.01,1.03
245926,-0.9123,1.8320,2.1849,-0.12,-0.01,1.03
245935,-0.9144,1.8325,2.1870,-0.12,-0.01,1.02
245944,-0.9150,1.8323,2.1881,-0.12,-0.02,1.03
245953,-0.9067,1.8349,2.1835,-0.12,-0.02,1.03
245962,-0.9130,1.8322,2.1870,-0.12,-0.02,1.02
245971,-0.9130,1.8324,2.1870,-0.12,-0.02,1.02
245980,-0.9130,1.8338,2.1869,-0.12,-0.01,1.02
245989,-0.9146,1.8328,2.1847,-0.12,-0.01,1.02
245998,-0.9143,1.8329,2.1869,-0.12,-0.01,1.02
246007,-0.9145,1.8308,2.1870,-0.12,-0.01,1.03
246016,-0.9140,1.8326,2.1855,-0.12,-0.01,1.03
246025,-0.9123,1.8317,2.1851,-0.12,-0.01,1.02
246034,-0.9145,1.8331,2.1855,-0.12,-0.02,1.03
246043,-0.9137,1.8333,2.1887,-0.12,-0.01,1.03
246052,-0.9136,1.8326,2.1869,-0.12,-0.01,1.03
246061,-0.9139,1.8326,2.1849,-0.12,-0.01,1.03
246070,-0.9134,1.8380,2.1858,-0.12,-0.02,1.03
246079,-0.9144,1.8307,2.1858,-0.12,-0.02,1.03
246088,-0.9131,1.8343,2.1870,-0.12,-0.02,1.02
246097,-0.9131,1.8330,2.1853,-0.12,-0.02,1.03
246106,-0.9150,1.8329,2.1835,-0.12,-0.02,1.02
246115,-0.9128,1.8332,2.1849,-0.12,-0.02,1.02
246124,-0.9150,1.8326,2.1866,-0.12,-0.02,1.02
246133,-0.9131,1.8331,2.1853,-0.12,-0.02,1.02
246142,-0.9141,1.8345,2.1850,-0.12,-0.02,1.02
246151,-0.9147,1.8333,2.1856,-0.12,-0.01,1.02
246160,-0.9142,1.8339,2.1882,-0.12,-0.02,1.03
246169,-0.9138,1.8318,2.1869,-0.12,-0.01,1.03
246178,-0.9142,1.8325,2.1860,-0.12,-0.01,1.03
246187,-0.9145,1.8326,2.1846,-0.12,-0.02,1.02
246196,-0.9137,1.8312,2.1862,-0.12,-0.02,1.03
246205,-0.9139,1.8338,2.1851,-0.12,-0.02,1.03
246214,-0.9130,1.8322,2.1852,-0.12,-0.01,1.02
246223,-0.9152,1.8317,2.1855,-0.12,-0.01,1.02
246232,-0.9159,1.8323,2.1868,-0.12,-0.01,1.02
246241,-0.9135,1.8313,2.1839,-0.12,-0.01,1.03
246250,-0.9132,1.8314,2.1834,-0.12,-0.01,1.02
246259,-0.9137,1.8319,2.1893,-0.12,-0.02,1.03
246268,-0.9154,1.8329,2.1856,-0.12,-0.02,1.03
246277,-0.9154,1.8296,2.1857,-0.12,-0.02,1.03
246286,-0.9131,1.8329,2.1860,-0.12,-0.01,1.02
246295,-0.9138,1.8329,2.1850,-0.12,-0.01,1.02
246304,-0.9139,1.8339,2.1859,-0.12,-0.02,1.03
246313,-0.9142,1.8353,2.1857,-0.12,-0.01,1.02
246322,-0.9130,1.8349,2.1854,-0.12,-0.01,1.02
246331,-0.9142,1.8351,2.1864,-0.12,-0.01,1.02
246340,-0.9148,1.8317,2.1857,-0.12,-0.02,1.03
246349,-0.9149,1.8324,2.1865,-0.12,-0.01,1.02
246358,-0.9153,1.8344,2.1856,-0.12,-0.01,1.02
246367,-0.9149,1.8335,2.1857,-0.12,-0.02,1.03
246376,-0.9164,1.8342,2.1875,-0.12,-0.01,1.02
246385,-0.9123,1.8333,2.1866,-0.12,-0.01,1.02
246394,-0.9154,1.8316,2.1849,-0.12,-0.02,1.02
246403,-0.9134,1.8343,2.1843,-0.12,-0.02,1.03
246412,-0.9134,1.8337,2.1875,-0.12,-0.01,1.02
246421,-0.9144,1.8329,2.1864,-0.12,-0.01,1.02
246430,-0.9139,1.8320,2.1868,-0.12,-0.02,1.03
246439,-0.9119,1.8320,2.1862,-0.12,-0.01,1.03
246448,-0.9150,1.8324,2.1902,-0.12,-0.01,1.03
246457,-0.9172,1.8320,2.1859,-0.12,-0.02,1.03
246466,-0.9148,1.8330,2.1865,-0.12,-0.02,1.03
246475,-0.9153,1.8308,2.1857,-0.12,-0.01,1.03
246484,-0.9139,1.8338,2.1853,-0.12,-0.01,1.03
246493,-0.9157,1.8323,2.1850,-0.12,-0.02,1.02
246502,-0.9143,1.8352,2.1856,-0.12,-0.02,1.02
246511,-0.9147,1.8335,2.1863,-0.12,-0.02,1.02
246520,-0.9135,1.8314,2.1862,-0.12,-0.02,1.02
246529,-0.9167,1.8333,2.1846,-0.12,-0.02,1.03
246538,-0.9133,1.8334,2.1854,-0.12,-0.02,1.03
246547,-0.9124,1.8330,2.1860,-0.12,-0.01,1.03
246556,-0.9137,1.8320,2.1862,-0.12,-0.01,1.03
246565,-0.9166,1.8344,2.1877,-0.12,-0.01,1.03
246574,-0.9130,1.8323,2.1852,-0.12,-0.01,1.03
246583,-0.9135,1.8329,2.1853,-0.12,-0.02,1.03
246592,-0.9156,1.8332,2.1851,-0.12,-0.02,1.03
246601,-0.9142,1.8349,2.1863,-0.12,-0.02,1.03
246610,-0.9148,1.8328,2.1850,-0.12,-0.02,1.03
246619,-0.9147,1.8322,2.1852,-0.12,-0.02,1.03
246628,-0.9151,1.8346,2.1843,-0.12,-0.02,1.03
246637,-0.9147,1.8319,2.1872,-0.12,-0.02,1.02
246646,-0.9120,1.8330,2.1870,-0.12,-0.01,1.03
246655,-0.9131,1.8327,2.1869,-0.12,-0.02,1.02
246664,-0.9145,1.8327,2.1847,-0.12,-0.02,1.02
246673,-0.9152,1.8341,2.1849,-0.12,-0.02,1.02
246682,-0.9160,1.8323,2.1849,-0.12,-0.02,1.03
246691,-0.9156,1.8327,2.1875,-0.12,-0.02,1.03
246700,-0.9139,1.8331,2.1852,-0.12,-0.01,1.02
246709,-0.9133,1.8328,2.1863,-0.12,-0.02,1.03
246718,-0.9130,1.8391,2.1866,-0.12,-0.01,1.03
246727,-0.9143,1.8325,2.1851,-0.12,-0.01,1.03
246736,-0.9137,1.8323,2.1838,-0.12,-0.01,1.02
246745,-0.9139,1.8325,2.1867,-0.12,-0.01,1.03
246754,-0.9124,1.8377,2.1861,-0.12,-0.01,1.03
246763,-0.9141,1.8333,2.1828,-0.12,-0.01,1.03
246772,-0.9129,1.8332,2.1850,-0.12,-0.01,1.03
246781,-0.9134,1.8338,2.1874,-0.12,-0.02,1.03
246790,-0.9140,1.8343,2.1857,-0.12,-0.02,1.03
246799,-0.9143,1.8302,2.1880,-0.12,-0.01,1.02
246808,-0.9156,1.8326,2.1878,-0.12,-0.01,1.03
246817,-0.9150,1.8331,2.1863,-0.12,-0.01,1.03
246826,-0.9158,1.8324,2.1862,-0.12,-0.01,1.03
246835,-0.9134,1.8329,2.1894,-0.12,-0.02,1.02
246844,-0.9169,1.8331,2.1858,-0.12,-0.02,1.02
246853,-0.9147,1.8333,2.1861,-0.12,-0.02,1.03
246862,-0.9160,1.8322,2.1873,-0.12,-0.01,1.03
246871,-0.9125,1.8332,2.1853,-0.12,-0.02,1.02
246880,-0.9123,1.8331,2.1858,-0.12,-0.02,1.02
246889,-0.9145,1.8339,2.1845,-0.12,-0.02,1.03
246898,-0.9157,1.8340,2.1842,-0.12,-0.01,1.02
246907,-0.9152,1.8319,2.1890,-0.12,-0.01,1.02
246916,-0.9155,1.8298,2.1872,-0.12,-0.01,1.02
246925,-0.9156,1.8326,2.1857,-0.12,-0.02,1.03
246934,-0.9142,1.8329,2.1860,-0.12,-0.02,1.03
246943,-0.9151,1.8324,2.1868,-0.12,-0.01,1.02
246952,-0.9157,1.8338,2.1873,-0.12,-0.02,1.03
246961,-0.9130,1.8323,2.1849,-0.12,-0.01,1.02
246970,-0.9147,1.8316,2.1855,-0.12,-0.01,1.02
246979,-0.9138,1.8337,2.1854,-0.12,-0.01,1.02
246988,-0.9151,1.8327,2.1887,-0.12,-0.02,1.03
246997,-0.9134,1.8315,2.1857,-0.12,-0.02,1.03
247006,-0.9137,1.8326,2.1874,-0.12,-0.01,1.02
247015,-0.9148,1.8329,2.1865,-0.12,-0.02,1.03
247024,-0.9175,1.8334,2.1849,-0.12,-0.02,1.02
247033,-0.9152,1.8355,2.1849,-0.12,-0.02,1.02
247042,-0.9130,1.8318,2.1861,-0.12,-0.01,1.02
247051,-0.9157,1.8338,2.1856,-0.12,-0.02,1.03
247060,-0.9140,1.8333,2.1858,-0.12,-0.02,1.03
247069,-0.9143,1.8328,2.1860,-0.12,-0.01,1.03
247078,-0.9131,1.8327,2.1857,-0.12,-0.01,1.03
247087,-0.9146,1.8312,2.1835,-0.12,-0.01,1.03
247096,-0.9122,1.8324,2.1849,-0.12,-0.01,1.02
247105,-0.9149,1.8345,2.1856,-0.12,-0.02,1.03
247114,-0.9128,1.8331,2.1874,-0.12,-0.02,1.03
247123,-0.9137,1.8324,2.1852,-0.12,-0.02,1.03
247132,-0.9143,1.8318,2.1842,-0.12,-0.01,1.02
247141,-0.9134,1.8277,2.1864,-0.12,-0.01,1.03
247150,-0.9141,1.8313,2.1863,-0.12,-0.01,1.03
247159,-0.9157,1.8318,2.1869,-0.12,-0.02,1.03
247168,-0.9135,1.8340,2.1859,-0.12,-0.02,1.02
247177,-0.9132,1.8338,2.1863,-0.12,-0.01,1.03
247186,-0.9146,1.8325,2.1871,-0.12,-0.01,1.03
247195,-0.9146,1.8308,2.1840,-0.12,-0.02,1.03
247204,-0.9142,1.8342,2.1873,-0.12,-0.01,1.03
247213,-0.9136,1.8316,2.1851,-0.12,-0.01,1.03
247222,-0.9140,1.8337,2.1865,-0.12,-0.02,1.02
247231,-0.9116,1.8307,2.1866,-0.12,-0.01,1.03
247240,-0.9132,1.8331,2.1869,-0.12,-0.01,1.03
247249,-0.9142,1.8321,2.1850,-0.12,-0.02,1.03
247258,-0.9148,1.8347,2.1867,-0.12,-0.01,1.02
247267,-0.9125,1.8335,2.1866,-0.12,-0.01,1.03
247276,-0.9121,1.8312,2.1844,-0.12,-0.01,1.03
247285,-0.9130,1.8319,2.1862,-0.12,-0.01,1.02
247294,-0.9142,1.8333,2.1864,-0.12,-0.02,1.03
247303,-0.9139,1.8323,2.1856,-0.12,-0.02,1.03
247312,-0.9146,1.8326,2.1852,-0.12,-0.01,1.03
247321,-0.9140,1.8305,2.1851,-0.12,-0.01,1.02
247330,-0.9136,1.8325,2.1845,-0.12,-0.01,1.03
247339,-0.9138,1.8327,2.1859,-0.12,-0.01,1.03
247348,-0.9123,1.8330,2.1874,-0.12,-0.01,1.02
247357,-0.9143,1.8328,2.1868,-0.12,-0.02,1.03
247366,-0.9157,1.8314,2.1851,-0.12,-0.02,1.03
247375,-0.9134,1.8322,2.1861,-0.12,-0.02,1.03
247384,-0.9137,1.8323,2.1873,-0.12,-0.01,1.03
247393,-0.9158,1.8339,2.1851,-0.12,-0.02,1.03
247402,-0.9117,1.8333,2.1837,-0.12,-0.02,1.03
247411,-0.9124,1.8331,2.1878,-0.12,-0.01,1.03
247420,-0.9141,1.8316,2.1850,-0.12,-0.02,1.03
247429,-0.9155,1.8315,2.1852,-0.12,-0.02,1.03
247438,-0.9130,1.8307,2.1856,-0.12,-0.02,1.03
247447,-0.9123,1.8309,2.1850,-0.12,-0.01,1.02
247456,-0.9131,1.8311,2.1872,-0.12,-0.01,1.02
247465,-0.9132,1.8315,2.1855,-0.12,-0.01,1.03
247474,-0.9133,1.8336,2.1871,-0.12,-0.01,1.02
247483,-0.9165,1.8341,2.1834,-0.12,-0.01,1.03
247492,-0.9146,1.8303,2.1850,-0.12,-0.01,1.03
247501,-0.9138,1.8336,2.1876,-0.12,-0.02,1.02
247510,-0.9146,1.8318,2.1852,-0.12,-0.02,1.02
247519,-0.9147,1.8330,2.1869,-0.12,-0.02,1.02
247528,-0.9147,1.8328,2.1847,-0.12,-0.02,1.03
247537,-0.9150,1.8332,2.1862,-0.12,-0.02,1.03
247546,-0.9124,1.8342,2.1850,-0.12,-0.02,1.03
247555,-0.9137,1.8327,2.1843,-0.12,-0.01,1.03
247564,-0.9134,1.8338,2.1855,-0.12,-0.02,1.02
247573,-0.9149,1.8329,2.1861,-0.12,-0.02,1.03
247582,-0.9164,1.8321,2.1860,-0.12,-0.02,1.03
247591,-0.9135,1.8337,2.1849,-0.12,-0.02,1.03
247600,-0.9150,1.8350,2.1847,-0.12,-0.02,1.02
247609,-0.9162,1.8314,2.1853,-0.12,-0.02,1.02
247618,-0.9126,1.8340,2.1862,-0.12,-0.01,1.02
247627,-0.9151,1.8322,2.1853,-0.12,-0.02,1.03
247636,-0.9138,1.8303,2.1853,-0.12,-0.01,1.02
247645,-0.9126,1.8312,2.1859,-0.12,-0.01,1.02
247654,-0.9145,1.8322,2.1844,-0.12,-0.01,1.03
247663,-0.9111,1.8336,2.1858,-0.12,-0.02,1.03
247672,-0.9086,1.8327,2.1850,-0.12,-0.02,1.03
247681,-0.9150,1.8322,2.1861,-0.12,-0.01,1.02
247690,-0.9127,1.8324,2.1842,-0.12,-0.02,1.03
247699,-0.9148,1.8327,2.1844,-0.12,-0.01,1.03
247708,-0.9118,1.8318,2.1860,-0.12,-0.01,1.02
247717,-0.9152,1.8310,2.1838,-0.12,-0.01,1.02
247726,-0.9153,1.8352,2.1844,-0.12,-0.01,1.03
247735,-0.9129,1.8321,2.1849,-0.12,-0.01,1.03
247744,-0.9137,1.8330,2.1864,-0.12,-0.01,1.03
247753,-0.9142,1.8371,2.1846,-0.12,-0.01,1.03
247762,-0.9158,1.8334,2.1857,-0.12,-0.01,1.03
247771,-0.9145,1.8352,2.1949,-0.12,-0.01,1.03
247780,-0.9142,1.8325,2.1847,-0.12,-0.02,1.02
247789,-0.9145,1.8328,2.1830,-0.12,-0.01,1.03
247798,-0.9142,1.8327,2.1852,-0.12,-0.01,1.03
247807,-0.9160,1.8335,2.1826,-0.12,-0.02,1.03
247816,-0.9145,1.8324,2.1879,-0.12,-0.02,1.02
247825,-0.9141,1.8332,2.1859,-0.12,-0.02,1.02
247834,-0.9139,1.8334,2.1850,-0.12,-0.02,1.02
247843,-0.9141,1.8337,2.1854,-0.12,-0.02,1.02
247852,-0.9141,1.8319,2.1847,-0.12,-0.02,1.02
247861,-0.9130,1.8329,2.1871,-0.12,-0.02,1.03
247870,-0.9149,1.8326,2.1838,-0.12,-0.02,1.02
247879,-0.9134,1.8328,2.1853,-0.12,-0.02,1.03
247888,-0.9123,1.8329,2.1862,-0.12,-0.02,1.03
247897,-0.9169,1.8332,2.1847,-0.12,-0.01,1.02
247906,-0.9161,1.8322,2.1866,-0.12,-0.01,1.03
247915,-0.9145,1.8250,2.1848,-0.12,-0.01,1.03
247924,-0.9146,1.8328,2.1846,-0.12,-0.01,1.03
247933,-0.9148,1.8331,2.1854,-0.12,-0.01,1.02
247942,-0.9134,1.8326,2.1854,-0.12,-0.02,1.03
247951,-0.9108,1.8326,2.1850,-0.12,-0.02,1.03
247960,-0.9149,1.8324,2.1844,-0.12,-0.01,1.03
247969,-0.9150,1.8332,2.1874,-0.12,-0.01,1.02
247978,-0.9136,1.8302,2.1872,-0.12,-0.01,1.02
247987,-0.9156,1.8317,2.1862,-0.12,-0.01,1.02
247996,-0.9151,1.8335,2.1900,-0.12,-0.01,1.03
248005,-0.9141,1.8302,2.1860,-0.12,-0.02,1.03
248014,-0.9137,1.8340,2.1855,-0.12,-0.02,1.02
248023,-0.9153,1.8333,2.1857,-0.12,-0.01,1.03
248032,-0.9148,1.8327,2.1835,-0.12,-0.01,1.03
248041,-0.9148,1.8336,2.1853,-0.12,-0.01,1.03
248050,-0.9152,1.8326,2.1852,-0.12,-0.01,1.02
248059,-0.9141,1.8332,2.1843,-0.12,-0.02,1.03
248068,-0.9143,1.8385,2.1876,-0.12,-0.02,1.03
248077,-0.9132,1.8321,2.1837,-0.12,-0.02,1.03
248086,-0.9151,1.8336,2.1863,-0.12,-0.01,1.02
248095,-0.9131,1.8325,2.1842,-0.12,-0.01,1.02
248104,-0.9148,1.8362,2.1843,-0.12,-0.01,1.02
248113,-0.9127,1.8315,2.1872,-0.12,-0.02,1.02
248122,-0.9148,1.8314,2.1850,-0.12,-0.02,1.02
248131,-0.9144,1.8329,2.1860,-0.12,-0.02,1.02
248140,-0.9123,1.8336,2.1868,-0.12,-0.02,1.03
248149,-0.9130,1.8327,2.1856,-0.12,-0.01,1.03
248158,-0.9152,1.8332,2.1842,-0.12,-0.01,1.03
248167,-0.9131,1.8319,2.1846,-0.12,-0.01,1.03
248176,-0.9129,1.8346,2.1854,-0.12,-0.01,1.02
248185,-0.9131,1.8338,2.1845,-0.12,-0.02,1.02
248194,-0.9131,1.8337,2.1845,-0.12,-0.02,1.02
248203,-0.9154,1.8318,2.1856,-0.12,-0.01,1.03
248212,-0.9125,1.8325,2.1865,-0.12,-0.02,1.03
248221,-0.9144,1.8324,2.1861,-0.12,-0.02,1.03
248230,-0.9146,1.8322,2.1851,-0.12,-0.02,1.02
248239,-0.9139,1.8323,2.1846,-0.12,-0.02,1.02
248248,-0.9149,1.8323,2.1843,-0.12,-0.02,1.02
248257,-0.9151,1.8323,2.1867,-0.12,-0.02,1.03
248266,-0.9131,1.8327,2.1867,-0.12,-0.01,1.02
248275,-0.9152,1.8316,2.1858,-0.12,-0.01,1.02
248284,-0.9152,1.8326,2.1851,-0.12,-0.02,1.02
248293,-0.9133,1.8325,2.1845,-0.12,-0.02,1.02
248302,-0.9140,1.8310,2.1879,-0.12,-0.01,1.02
248311,-0.9125,1.8322,2.1863,-0.12,-0.01,1.02
248320,-0.9154,1.8308,2.1838,-0.12,-0.01,1.03
248329,-0.9158,1.8328,2.1858,-0.12,-0.02,1.03
248338,-0.9135,1.8304,2.1860,-0.12,-0.02,1.03
248347,-0.9135,1.8320,2.1846,-0.12,-0.02,1.02
248356,-0.9156,1.8326,2.1848,-0.12,-0.01,1.03
248365,-0.9147,1.8330,2.1859,-0.12,-0.01,1.03
248374,-0.9148,1.8341,2.1848,-0.12,-0.01,1.03
248383,-0.9146,1.8324,2.1880,-0.12,-0.02,1.02
248392,-0.9146,1.8329,2.1850,-0.12,-0.01,1.03
248401,-0.9149,1.8326,2.1853,-0.12,-0.01,1.03
248410,-0.9131,1.8333,2.1872,-0.12,-0.01,1.02
248419,-0.9136,1.8326,2.1864,-0.12,-0.02,1.03
248428,-0.9136,1.8317,2.1847,-0.12,-0.02,1.03
248437,-0.9148,1.8345,2.1849,-0.12,-0.02,1.03
248446,-0.9171,1.8349,2.1859,-0.12,-0.01,1.02
248455,-0.9132,1.8323,2.1854,-0.12,-0.01,1.03
248464,-0.9148,1.8332,2.1856,-0.12,-0.01,1.03
248473,-0.9148,1.8321,2.1863,-0.12,-0.02,1.03
248482,-0.9129,1.8327,2.1861,-0.12,-0.01,1.02
248491,-0.9112,1.8313,2.1857,-0.12,-0.01,1.02
248500,-0.9136,1.8317,2.1867,-0.12,-0.01,1.02
248509,-0.9126,1.8328,2.1864,-0.12,-0.02,1.03
248518,-0.9138,1.8343,2.1860,-0.12,-0.01,1.03
248527,-0.9113,1.8322,2.1844,-0.12,-0.01,1.02
248536,-0.9151,1.8324,2.1891,-0.12,-0.02,1.03
248545,-0.9127,1.8345,2.1858,-0.12,-0.01,1.03
248554,-0.9153,1.8322,2.1865,-0.12,-0.01,1.03
248563,-0.9143,1.8309,2.1865,-0.12,-0.01,1.03
248572,-0.9144,1.8333,2.1873,-0.12,-0.02,1.02
248581,-0.9137,1.8320,2.1848,-0.12,-0.02,1.02
248590,-0.9137,1.8308,2.1850,-0.12,-0.02,1.02
248599,-0.9140,1.8335,2.1860,-0.12,-0.02,1.03
248608,-0.9135,1.8334,2.1855,-0.12,-0.01,1.02
248617,-0.9132,1.8327,2.1878,-0.12,-0.01,1.02
248626,-0.9141,1.8327,2.1846,-0.12,-0.01,1.03
248635,-0.9138,1.8316,2.1873,-0.12,-0.01,1.03
248644,-0.9139,1.8333,2.1863,-0.12,-0.01,1.03
248653,-0.9141,1.8334,2.1872,-0.12,-0.01,1.03
248662,-0.9154,1.8306,2.1848,-0.12,-0.01,1.03
248671,-0.9132,1.8320,2.1846,-0.12,-0.01,1.03
248680,-0.9148,1.8329,2.1839,-0.12,-0.01,1.03
248689,-0.9136,1.8327,2.1857,-0.12,-0.02,1.02
248698,-0.9153,1.8301,2.1859,-0.12,-0.01,1.03
248707,-0.9126,1.8326,2.1856,-0.12,-0.01,1.03
248716,-0.9121,1.8328,2.1866,-0.12,-0.02,1.02
248725,-0.9154,1.8327,2.1845,-0.12,-0.01,1.03
248734,-0.9131,1.8323,2.1866,-0.12,-0.01,1.03
248743,-0.9115,1.8328,2.1854,-0.12,-0.01,1.03
248752,-0.9149,1.8326,2.1851,-0.12,-0.01,1.02
248761,-0.9134,1.8327,2.1852,-0.12,-0.02,1.03
248770,-0.9148,1.8335,2.1854,-0.12,-0.02,1.03
248779,-0.9135,1.8331,2.1861,-0.12,-0.02,1.02
248788,-0.9147,1.8321,2.1856,-0.12,-0.01,1.02
248797,-0.9142,1.8327,2.1865,-0.12,-0.01,1.02
248806,-0.9134,1.8317,2.1848,-0.12,-0.02,1.03
248815,-0.9144,1.8346,2.1871,-0.12,-0.01,1.02
248824,-0.9152,1.8330,2.1875,-0.12,-0.02,1.02
248833,-0.9144,1.8330,2.1857,-0.12,-0.02,1.03
248842,-0.9142,1.8330,2.1859,-0.12,-0.02,1.03
248851,-0.9138,1.8316,2.1849,-0.12,-0.01,1.02
248860,-0.9144,1.8321,2.1857,-0.12,-0.01,1.02
248869,-0.9155,1.8331,2.1856,-0.12,-0.01,1.03
248878,-0.9161,1.8341,2.1853,-0.12,-0.01,1.03
248887,-0.9136,1.8328,2.1855,-0.12,-0.01,1.03
248896,-0.9152,1.8318,2.1870,-0.12,-0.02,1.03
248905,-0.9139,1.8326,2.1847,-0.12,-0.01,1.03
248914,-0.9143,1.8315,2.1835,-0.12,-0.02,1.02
248923,-0.9146,1.8319,2.1850,-0.12,-0.02,1.02
248932,-0.9148,1.8347,2.1844,-0.12,-0.02,1.03
248941,-0.9122,1.8328,2.1878,-0.12,-0.01,1.03
248950,-0.9148,1.8340,2.1843,-0.12,-0.01,1.03
248959,-0.9152,1.8306,2.1863,-0.12,-0.02,1.03
248968,-0.9151,1.8322,2.1861,-0.12,-0.01,1.03
248977,-0.9143,1.8331,2.1851,-0.12,-0.01,1.03
248986,-0.9147,1.8339,2.1851,-0.12,-0.01,1.03
248995,-0.9140,1.8331,2.1853,-0.12,-0.01,1.03
249004,-0.9139,1.8320,2.1871,-0.12,-0.02,1.03
249013,-0.9133,1.8323,2.1853,-0.12,-0.02,1.03
249022,-0.9145,1.8342,2.1846,-0.12,-0.01,1.03
249031,-0.9144,1.8336,2.1848,-0.12,-0.01,1.03
249040,-0.9137,1.8327,2.1836,-0.12,-0.01,1.03
249049,-0.9138,1.8330,2.1872,-0.12,-0.02,1.03
249058,-0.9132,1.8330,2.1837,-0.12,-0.01,1.03
249067,-0.9120,1.8327,2.1866,-0.12,-0.02,1.03
249076,-0.9142,1.8342,2.1863,-0.12,-0.02,1.03
