timeMS,CH,CLE,CRE,aX,aY,aZ
368173,-0.9121,1.8333,2.1841,-0.12,-0.01,1.03
368182,-0.9131,1.8343,2.1854,-0.12,-0.01,1.03
368191,-0.9147,1.8318,2.1850,-0.12,-0.02,1.02
368200,-0.9123,1.8333,2.1844,-0.12,-0.02,1.03
368209,-0.9145,1.8331,2.1872,-0.12,-0.02,1.03
368218,-0.9137,1.8334,2.1851,-0.12,-0.01,1.02
368227,-0.9148,1.8329,2.1864,-0.12,-0.01,1.02
368236,-0.9113,1.8342,2.1861,-0.12,-0.01,1.02
368245,-0.9140,1.8346,2.1866,-0.12,-0.02,1.03
368254,-0.9122,1.8326,2.1859,-0.12,-0.01,1.03
368263,-0.9126,1.8323,2.1860,-0.12,-0.02,1.03
368272,-0.9142,1.8324,2.1866,-0.12,-0.02,1.03
368281,-0.9123,1.8320,2.1858,-0.12,-0.01,1.03
368290,-0.9141,1.8318,2.1867,-0.12,-0.01,1.03
368299,-0.9148,1.8316,2.1836,-0.12,-0.01,1.03
368308,-0.9139,1.8319,2.1854,-0.12,-0.02,1.03
368317,-0.9136,1.8312,2.1848,-0.12,-0.01,1.02
368326,-0.9138,1.8337,2.1859,-0.12,-0.01,1.03
368335,-0.9146,1.8326,2.1858,-0.12,-0.01,1.03
368344,-0.9132,1.8329,2.1874,-0.12,-0.01,1.03
368353,-0.9138,1.8319,2.1876,-0.12,-0.02,1.02
368362,-0.9128,1.8323,2.1857,-0.12,-0.02,1.02
368371,-0.9148,1.8348,2.1864,-0.12,-0.02,1.03
368380,-0.9143,1.8325,2.1838,-0.12,-0.01,1.03
368389,-0.9150,1.8328,2.1860,-0.12,-0.02,1.03
368398,-0.9142,1.8321,2.1868,-0.12,-0.02,1.02
368407,-0.9142,1.8344,2.1848,-0.12,-0.02,1.03
368416,-0.9132,1.8326,2.1864,-0.12,-0.01,1.02
368425,-0.9145,1.8333,2.1844,-0.12,-0.01,1.02
368434,-0.9163,1.8318,2.1862,-0.12,-0.01,1.02
368443,-0.9139,1.8338,2.1863,-0.12,-0.02,1.03
368452,-0.9136,1.8343,2.1863,-0.12,-0.02,1.03
368461,-0.9134,1.8330,2.1852,-0.12,-0.01,1.03
368470,-0.9114,1.8325,2.1859,-0.12,-0.02,1.03
368479,-0.9126,1.8320,2.1854,-0.12,-0.01,1.03
368488,-0.9124,1.8319,2.1858,-0.12,-0.01,1.03
368497,-0.9135,1.8317,2.1863,-0.12,-0.02,1.02
368506,-0.9154,1.8332,2.1855,-0.12,-0.01,1.03
368515,-0.9139,1.8338,2.1844,-0.12,-0.01,1.03
368524,-0.9161,1.8319,2.1862,-0.12,-0.01,1.03
368533,-0.9161,1.8320,2.1844,-0.12,-0.01,1.02
368542,-0.9142,1.8339,2.1873,-0.12,-0.01,1.02
368551,-0.9138,1.8314,2.1848,-0.12,-0.01,1.03
368560,-0.9141,1.8337,2.1863,-0.12,-0.01,1.02
368569,-0.9159,1.8323,2.1868,-0.12,-0.02,1.03
368578,-0.9142,1.8319,2.1860,-0.12,-0.02,1.03
368587,-0.9134,1.8310,2.1847,-0.12,-0.01,1.02
368596,-0.9156,1.8326,2.1854,-0.12,-0.01,1.03
368605,-0.9151,1.8325,2.1828,-0.12,-0.01,1.03
368614,-0.9098,1.8342,2.1859,-0.12,-0.01,1.03
368623,-0.9132,1.8326,2.1854,-0.12,-0.02,1.02
368632,-0.9132,1.8311,2.1863,-0.12,-0.02,1.03
368641,-0.9134,1.8333,2.1856,-0.12,-0.02,1.03
368650,-0.9138,1.8336,2.1848,-0.12,-0.01,1.03
368659,-0.9143,1.8325,2.1856,-0.12,-0.01,1.03
368668,-0.9138,1.8330,2.1857,-0.12,-0.01,1.03
368677,-0.9133,1.8334,2.1861,-0.12,-0.02,1.03
368686,-0.9122,1.8322,2.1857,-0.12,-0.01,1.02
368695,-0.9123,1.8334,2.1855,-0.12,-0.02,1.02
368704,-0.9125,1.8313,2.1861,-0.12,-0.02,1.03
368713,-0.9142,1.8339,2.1849,-0.12,-0.01,1.03
368722,-0.9133,1.8327,2.1863,-0.12,-0.01,1.02
368731,-0.9139,1.8323,2.1855,-0.12,-0.01,1.02
368740,-0.9125,1.8330,2.1856,-0.12,-0.02,1.03
368749,-0.9137,1.8328,2.1866,-0.12,-0.01,1.02
368758,-0.9139,1.8320,2.1866,-0.12,-0.01,1.02
368767,-0.9145,1.8332,2.1862,-0.12,-0.01,1.02
368776,-0.9147,1.8325,2.1871,-0.12,-0.02,1.03
368785,-0.9130,1.8324,2.1864,-0.12,-0.01,1.03
368794,-0.9144,1.8312,2.1856,-0.12,-0.01,1.02
368803,-0.9129,1.8315,2.1842,-0.12,-0.01,1.03
368812,-0.9138,1.8312,2.1857,-0.12,-0.01,1.03
368821,-0.9130,1.8325,2.1845,-0.12,-0.01,1.03
368830,-0.9155,1.8322,2.1856,-0.12,-0.01,1.02
368839,-0.9133,1.8341,2.1861,-0.12,-0.02,1.03
368848,-0.9159,1.8323,2.1855,-0.12,-0.02,1.03
368857,-0.9131,1.8314,2.1858,-0.12,-0.01,1.02
368866,-0.9134,1.8334,2.1848,-0.12,-0.02,1.02
368875,-0.9136,1.8335,2.1866,-0.12,-0.02,1.03
368884,-0.9151,1.8333,2.1854,-0.12,-0.02,1.03
368893,-0.9149,1.8317,2.1859,-0.12,-0.01,1.02
368902,-0.9122,1.8325,2.1840,-0.12,-0.02,1.03
368911,-0.9137,1.8344,2.1848,-0.12,-0.02,1.03
368920,-0.9155,1.8332,2.1872,-0.12,-0.01,1.03
368929,-0.9147,1.8326,2.1851,-0.12,-0.02,1.02
368938,-0.9121,1.8329,2.1860,-0.12,-0.02,1.03
368947,-0.9149,1.8352,2.1842,-0.12,-0.02,1.03
368956,-0.9144,1.8340,2.1837,-0.12,-0.02,1.03
368965,-0.9137,1.8327,2.1848,-0.12,-0.02,1.03
368974,-0.9113,1.8319,2.1862,-0.12,-0.02,1.03
368983,-0.9142,1.8333,2.1857,-0.12,-0.01,1.02
368992,-0.9135,1.8313,2.1840,-0.12,-0.02,1.03
369001,-0.9123,1.8320,2.1877,-0.12,-0.02,1.03
369010,-0.9162,1.8317,2.1838,-0.12,-0.02,1.03
369019,-0.9146,1.8331,2.1847,-0.12,-0.01,1.03
369028,-0.9136,1.8323,2.1861,-0.12,-0.02,1.03
369037,-0.9125,1.8311,2.1850,-0.12,-0.02,1.03
369046,-0.9143,1.8316,2.1843,-0.12,-0.01,1.03
369055,-0.9153,1.8319,2.1880,-0.12,-0.02,1.03
369064,-0.9152,1.8316,2.1850,-0.12,-0.02,1.03
369073,-0.9128,1.8324,2.1861,-0.12,-0.01,1.02
369082,-0.9135,1.8336,2.1872,-0.12,-0.01,1.03
369091,-0.9149,1.8341,2.1852,-0.12,-0.02,1.03
369100,-0.9137,1.8319,2.1865,-0.12,-0.02,1.02
369109,-0.9145,1.8329,2.1867,-0.12,-0.02,1.03
369118,-0.9116,1.8323,2.1846,-0.12,-0.01,1.03
369127,-0.9126,1.8330,2.1866,-0.12,-0.01,1.03
369136,-0.9150,1.8320,2.1851,-0.12,-0.01,1.02
369145,-0.9136,1.8322,2.1849,-0.12,-0.01,1.03
369154,-0.9129,1.8313,2.1853,-0.12,-0.01,1.03
369163,-0.9133,1.8336,2.1842,-0.12,-0.01,1.03
369172,-0.9155,1.8311,2.1859,-0.12,-0.01,1.03
369181,-0.9144,1.8349,2.1861,-0.12,-0.01,1.03
369190,-0.9157,1.8320,2.1866,-0.12,-0.01,1.03
369199,-0.9121,1.8327,2.1836,-0.12,-0.02,1.03
369208,-0.9143,1.8318,2.1853,-0.12,-0.01,1.03
369217,-0.9139,1.8328,2.1871,-0.12,-0.01,1.03
369226,-0.9149,1.8336,2.1833,-0.12,-0.01,1.02
369235,-0.9119,1.8326,2.1869,-0.12,-0.02,1.03
369244,-0.9126,1.8318,2.1853,-0.12,-0.01,1.02
369253,-0.9130,1.8313,2.1866,-0.12,-0.01,1.02
369262,-0.9137,1.8329,2.1842,-0.12,-0.01,1.02
369271,-0.9133,1.8331,2.1862,-0.12,-0.02,1.03
369280,-0.9130,1.8332,2.1859,-0.12,-0.02,1.03
369289,-0.9130,1.8330,2.1836,-0.12,-0.01,1.02
369298,-0.9137,1.8339,2.1873,-0.12,-0.01,1.02
369307,-0.9150,1.8332,2.1847,-0.12,-0.02,1.02
369316,-0.9138,1.8332,2.1871,-0.12,-0.02,1.02
369325,-0.9138,1.8307,2.1856,-0.12,-0.02,1.02
369334,-0.9140,1.8322,2.1859,-0.12,-0.01,1.03
369343,-0.9145,1.8325,2.1834,-0.12,-0.01,1.03
369352,-0.9131,1.8323,2.1853,-0.12,-0.02,1.02
369361,-0.9141,1.8325,2.1858,-0.12,-0.02,1.03
369370,-0.9119,1.8315,2.1853,-0.12,-0.02,1.03
369379,-0.9166,1.8328,2.1852,-0.12,-0.02,1.03
369388,-0.9139,1.8316,2.1838,-0.12,-0.01,1.02
369397,-0.9132,1.8332,2.1854,-0.12,-0.02,1.02
369406,-0.9140,1.8327,2.1852,-0.12,-0.02,1.03
369415,-0.9133,1.8308,2.1853,-0.12,-0.02,1.03
369424,-0.9142,1.8332,2.1863,-0.12,-0.01,1.02
369433,-0.9129,1.8314,2.1861,-0.12,-0.01,1.02
369442,-0.9136,1.8331,2.1872,-0.12,-0.02,1.03
369451,-0.9147,1.8327,2.1857,-0.12,-0.01,1.03
369460,-0.9127,1.8350,2.1849,-0.12,-0.01,1.03
369469,-0.9138,1.8331,2.1844,-0.12,-0.01,1.03
369478,-0.9141,1.8333,2.1846,-0.12,-0.02,1.02
369487,-0.9124,1.8338,2.1854,-0.12,-0.02,1.03
369496,-0.9146,1.8330,2.1865,-0.12,-0.02,1.03
369505,-0.9143,1.8319,2.1861,-0.12,-0.02,1.03
369514,-0.9136,1.8346,2.1858,-0.12,-0.02,1.03
369523,-0.9153,1.8320,2.1859,-0.12,-0.02,1.03
369532,-0.9145,1.8331,2.1842,-0.12,-0.01,1.03
369541,-0.9117,1.8332,2.1839,-0.12,-0.02,1.02
369550,-0.9131,1.8315,2.1859,-0.12,-0.02,1.03
369559,-0.9139,1.8329,2.1840,-0.12,-0.02,1.03
369568,-0.9118,1.8322,2.1846,-0.12,-0.01,1.02
369577,-0.9139,1.8321,2.1858,-0.12,-0.02,1.03
369586,-0.9128,1.8334,2.1857,-0.12,-0.02,1.03
369595,-0.9129,1.8328,2.1853,-0.12,-0.01,1.03
369604,-0.9136,1.8357,2.1845,-0.12,-0.02,1.02
369613,-0.9151,1.8328,2.1853,-0.12,-0.02,1.02
369622,-0.9126,1.8320,2.1871,-0.12,-0.02,1.03
369631,-0.9125,1.8321,2.1856,-0.12,-0.01,1.02
369640,-0.9133,1.8320,2.1852,-0.12,-0.01,1.03
369649,-0.9150,1.8325,2.1857,-0.12,-0.01,1.03
369658,-0.9150,1.8317,2.1859,-0.12,-0.02,1.03
369667,-0.9117,1.8312,2.1854,-0.12,-0.01,1.02
369676,-0.9174,1.8327,2.1852,-0.12,-0.01,1.02
369685,-0.9123,1.8321,2.1860,-0.12,-0.02,1.03
369694,-0.9143,1.8328,2.1838,-0.12,-0.01,1.03
369703,-0.9143,1.8325,2.1850,-0.12,-0.01,1.03
369712,-0.9130,1.8327,2.1865,-0.12,-0.01,1.02
369721,-0.9137,1.8325,2.1861,-0.12,-0.01,1.03
369730,-0.9145,1.8313,2.1858,-0.12,-0.02,1.03
369739,-0.9143,1.8319,2.1868,-0.12,-0.02,1.03
369748,-0.9131,1.8332,2.1846,-0.12,-0.01,1.02
369757,-0.9135,1.8317,2.1846,-0.12,-0.01,1.03
369766,-0.9157,1.8329,2.1855,-0.12,-0.01,1.03
369775,-0.9137,1.8335,2.1865,-0.12,-0.01,1.03
369784,-0.9143,1.8327,2.1860,-0.12,-0.01,1.03
369793,-0.9150,1.8306,2.1842,-0.12,-0.01,1.03
369802,-0.9130,1.8335,2.1854,-0.12,-0.01,1.03
369811,-0.9132,1.8337,2.1853,-0.12,-0.02,1.03
369820,-0.9145,1.8330,2.1848,-0.12,-0.02,1.02
369829,-0.9130,1.8322,2.1852,-0.12,-0.02,1.02
369838,-0.9122,1.8339,2.1852,-0.12,-0.01,1.02
369847,-0.9134,1.8318,2.1858,-0.12,-0.02,1.03
369856,-0.9148,1.8326,2.1830,-0.12,-0.01,1.02
369865,-0.9138,1.8334,2.1855,-0.12,-0.01,1.02
369874,-0.9120,1.8311,2.1837,-0.12,-0.01,1.03
369883,-0.9132,1.8316,2.1855,-0.12,-0.01,1.03
369892,-0.9136,1.8320,2.1853,-0.12,-0.01,1.03
369901,-0.9136,1.8329,2.1852,-0.12,-0.01,1.03
369910,-0.9137,1.8318,2.1848,-0.12,-0.01,1.03
369919,-0.9156,1.8327,2.1879,-0.12,-0.02,1.03
369928,-0.9144,1.8342,2.1859,-0.12,-0.02,1.03
369937,-0.9142,1.8351,2.1873,-0.12,-0.01,1.02
369946,-0.9138,1.8328,2.1856,-0.12,-0.02,1.03
369955,-0.9142,1.8319,2.1856,-0.12,-0.02,1.03
369964,-0.9159,1.8330,2.1872,-0.12,-0.02,1.03
369973,-0.9154,1.8350,2.1847,-0.12,-0.02,1.02
369982,-0.9111,1.8320,2.1848,-0.12,-0.02,1.02
369991,-0.9109,1.8301,2.1852,-0.12,-0.02,1.02
370000,-0.9142,1.8339,2.1856,-0.12,-0.02,1.03
370009,-0.9147,1.8323,2.1858,-0.12,-0.01,1.03
370018,-0.9139,1.8330,2.1845,-0.12,-0.01,1.03
370027,-0.9138,1.8320,2.1857,-0.12,-0.01,1.02
370036,-0.9143,1.8322,2.1864,-0.12,-0.02,1.03
370045,-0.9118,1.8317,2.1870,-0.12,-0.02,1.03
370054,-0.9142,1.8343,2.1850,-0.12,-0.02,1.03
370063,-0.9133,1.8322,2.1858,-0.12,-0.01,1.02
370072,-0.9146,1.8343,2.1882,-0.12,-0.01,1.02
370081,-0.9159,1.8318,2.1861,-0.12,-0.02,1.03
370090,-0.9115,1.8333,2.1831,-0.12,-0.02,1.03
370099,-0.9128,1.8312,2.1855,-0.12,-0.02,1.02
370108,-0.9127,1.8306,2.1819,-0.12,-0.02,1.02
370117,-0.9132,1.8322,2.1850,-0.12,-0.01,1.03
370126,-0.9136,1.8321,2.1851,-0.12,-0.02,1.03
370135,-0.9138,1.8321,2.1827,-0.12,-0.02,1.03
370144,-0.9133,1.8315,2.1865,-0.12,-0.01,1.03
370153,-0.9146,1.8334,2.1852,-0.12,-0.01,1.02
370162,-0.9155,1.8326,2.1859,-0.12,-0.02,1.03
370171,-0.9142,1.8346,2.1847,-0.12,-0.02,1.03
370180,-0.9139,1.8322,2.1851,-0.12,-0.01,1.02
370189,-0.9141,1.8319,2.1858,-0.12,-0.01,1.02
370198,-0.9132,1.8340,2.1868,-0.12,-0.01,1.02
370207,-0.9142,1.8311,2.1857,-0.12,-0.02,1.03
370216,-0.9144,1.8313,2.1856,-0.12,-0.02,1.03
370225,-0.9159,1.8343,2.1845,-0.12,-0.01,1.03
370234,-0.9131,1.8332,2.1862,-0.12,-0.01,1.03
370243,-0.9125,1.8328,2.1857,-0.12,-0.01,1.02
370252,-0.9138,1.8329,2.1854,-0.12,-0.01,1.03
370261,-0.9176,1.8342,2.1844,-0.12,-0.01,1.03
370270,-0.9125,1.8327,2.1861,-0.12,-0.01,1.03
370279,-0.9134,1.8329,2.1845,-0.12,-0.01,1.02
370288,-0.9153,1.8332,2.1856,-0.12,-0.01,1.02
370297,-0.9146,1.8318,2.1850,-0.12,-0.02,1.03
370306,-0.9158,1.8327,2.1858,-0.12,-0.01,1.02
370315,-0.9170,1.8322,2.1867,-0.12,-0.02,1.03
370324,-0.9119,1.8324,2.1843,-0.12,-0.02,1.03
370333,-0.9163,1.8321,2.1846,-0.12,-0.01,1.03
370342,-0.9145,1.8364,2.1854,-0.12,-0.02,1.02
370351,-0.9138,1.8324,2.1850,-0.12,-0.02,1.02
370360,-0.9109,1.8315,2.1862,-0.12,-0.02,1.02
370369,-0.9131,1.8337,2.1849,-0.12,-0.02,1.03
370378,-0.9164,1.8371,2.1871,-0.12,-0.02,1.03
370387,-0.9136,1.8325,2.1855,-0.12,-0.01,1.03
370396,-0.9128,1.8337,2.1822,-0.12,-0.01,1.02
370405,-0.9119,1.8336,2.1853,-0.12,-0.02,1.03
370414,-0.9137,1.8318,2.1829,-0.12,-0.02,1.03
370423,-0.9150,1.8335,2.1866,-0.12,-0.01,1.03
370432,-0.9141,1.8333,2.1858,-0.12,-0.02,1.02
370441,-0.9128,1.8327,2.1847,-0.12,-0.02,1.02
370450,-0.9156,1.8330,2.1855,-0.12,-0.02,1.03
370459,-0.9136,1.8343,2.1861,-0.12,-0.01,1.03
370468,-0.9130,1.8321,2.1862,-0.12,-0.02,1.03
370477,-0.9126,1.8322,2.1861,-0.12,-0.02,1.03
370486,-0.9138,1.8323,2.1866,-0.12,-0.02,1.03
370495,-0.9161,1.8331,2.1846,-0.12,-0.02,1.02
370504,-0.9128,1.8333,2.1857,-0.12,-0.02,1.02
370513,-0.9159,1.8328,2.1852,-0.12,-0.02,1.03
370522,-0.9165,1.8328,2.1847,-0.12,-0.01,1.03
370531,-0.9125,1.8341,2.1858,-0.12,-0.02,1.03
370540,-0.9155,1.8324,2.1868,-0.12,-0.02,1.03
370549,-0.9138,1.8334,2.1858,-0.12,-0.02,1.03
370558,-0.9128,1.8324,2.1874,-0.12,-0.02,1.02
370567,-0.9120,1.8323,2.1861,-0.12,-0.02,1.02
370576,-0.9150,1.8317,2.1870,-0.12,-0.01,1.03
370585,-0.9141,1.8335,2.1863,-0.12,-0.01,1.03
370594,-0.9140,1.8332,2.1855,-0.12,-0.01,1.03
370603,-0.9133,1.8312,2.1850,-0.12,-0.01,1.02
370612,-0.9139,1.8297,2.1880,-0.12,-0.01,1.03
370621,-0.9134,1.8328,2.1846,-0.12,-0.01,1.02
370630,-0.9135,1.8318,2.1880,-0.12,-0.01,1.02
370639,-0.9137,1.8318,2.1842,-0.12,-0.01,1.03
370648,-0.9142,1.8337,2.1862,-0.12,-0.01,1.03
370657,-0.9131,1.8338,2.1861,-0.12,-0.01,1.03
370666,-0.9143,1.8324,2.1845,-0.12,-0.02,1.02
370675,-0.9138,1.8312,2.1845,-0.12,-0.02,1.02
370684,-0.9143,1.8337,2.1877,-0.12,-0.02,1.02
370693,-0.9134,1.8328,2.1848,-0.12,-0.01,1.03
370702,-0.9135,1.8332,2.1862,-0.12,-0.02,1.03
370711,-0.9173,1.8330,2.1847,-0.12,-0.02,1.02
370720,-0.9145,1.8329,2.1865,-0.12,-0.02,1.02
370729,-0.9132,1.8331,2.1862,-0.12,-0.02,1.03
370738,-0.9132,1.8335,2.1861,-0.12,-0.02,1.02
370747,-0.9164,1.8323,2.1866,-0.12,-0.02,1.02
370756,-0.9119,1.8320,2.1859,-0.12,-0.02,1.03
370765,-0.9126,1.8333,2.1868,-0.12,-0.02,1.03
370774,-0.9133,1.8318,2.1874,-0.12,-0.01,1.02
370783,-0.9147,1.8341,2.1864,-0.12,-0.01,1.02
370792,-0.9132,1.8323,2.1865,-0.12,-0.02,1.03
370801,-0.9151,1.8340,2.1840,-0.12,-0.01,1.02
370810,-0.9133,1.8340,2.1856,-0.12,-0.01,1.02
370819,-0.9147,1.8314,2.1878,-0.12,-0.01,1.02
370828,-0.9133,1.8331,2.1863,-0.12,-0.01,1.03
370837,-0.9128,1.8333,2.1834,-0.12,-0.01,1.03
370846,-0.9131,1.8331,2.1855,-0.12,-0.01,1.02
370855,-0.9113,1.8302,2.1873,-0.12,-0.02,1.03
370864,-0.9135,1.8356,2.1861,-0.12,-0.02,1.03
370873,-0.9147,1.8335,2.1871,-0.12,-0.02,1.03
370882,-0.9148,1.8334,2.1842,-0.12,-0.01,1.02
370891,-0.9130,1.8340,2.1857,-0.12,-0.02,1.03
370900,-0.9135,1.8331,2.1865,-0.12,-0.02,1.03
370909,-0.9149,1.8348,2.1875,-0.12,-0.01,1.02
370918,-0.9097,1.8318,2.1845,-0.12,-0.01,1.02
370927,-0.9150,1.8325,2.1868,-0.12,-0.01,1.03
370936,-0.9151,1.8335,2.1857,-0.12,-0.01,1.03
370945,-0.9128,1.8342,2.1863,-0.12,-0.01,1.02
370954,-0.9197,1.8324,2.1866,-0.12,-0.02,1.03
370963,-0.9138,1.8340,2.1846,-0.12,-0.02,1.03
370972,-0.9154,1.8318,2.1859,-0.12,-0.02,1.03
370981,-0.9121,1.8347,2.1844,-0.12,-0.02,1.03
370990,-0.9142,1.8332,2.1869,-0.12,-0.02,1.03
370999,-0.9134,1.8349,2.1852,-0.12,-0.01,1.03
371008,-0.9153,1.8324,2.1844,-0.12,-0.01,1.03
371017,-0.9130,1.8330,2.1857,-0.12,-0.02,1.03
371026,-0.9129,1.8332,2.1841,-0.12,-0.02,1.03
371035,-0.9108,1.8299,2.1844,-0.12,-0.02,1.03
371044,-0.9133,1.8305,2.1865,-0.12,-0.01,1.02
371053,-0.9100,1.8343,2.1842,-0.12,-0.01,1.02
371062,-0.9132,1.8326,2.1840,-0.12,-0.02,1.02
371071,-0.9144,1.8282,2.1834,-0.12,-0.02,1.03
371080,-0.9149,1.8333,2.1855,-0.12,-0.02,1.02
371089,-0.9134,1.8300,2.1852,-0.12,-0.02,1.02
371098,-0.9153,1.8347,2.1858,-0.12,-0.02,1.03
371107,-0.9141,1.8348,2.1869,-0.12,-0.01,1.02
371116,-0.9152,1.8327,2.1856,-0.12,-0.01,1.02
371125,-0.9125,1.8320,2.1859,-0.12,-0.01,1.02
371134,-0.9147,1.8338,2.1844,-0.12,-0.02,1.03
371143,-0.9157,1.8309,2.1854,-0.12,-0.01,1.03
371152,-0.9127,1.8324,2.1851,-0.12,-0.01,1.02
371161,-0.9137,1.8312,2.1839,-0.12,-0.02,1.03
371170,-0.9137,1.8317,2.1840,-0.12,-0.01,1.03
371179,-0.9133,1.8324,2.1860,-0.12,-0.01,1.03
371188,-0.9156,1.8317,2.1867,-0.12,-0.01,1.03
371197,-0.9137,1.8322,2.1863,-0.12,-0.01,1.03
371206,-0.9160,1.8312,2.1856,-0.12,-0.01,1.03
371215,-0.9142,1.8346,2.1850,-0.12,-0.01,1.02
371224,-0.9143,1.8317,2.1863,-0.12,-0.02,1.03
371233,-0.9139,1.8304,2.1858,-0.12,-0.01,1.02
371242,-0.9158,1.8331,2.1863,-0.12,-0.01,1.02
371251,-0.9134,1.8334,2.1872,-0.12,-0.02,1.02
371260,-0.9135,1.8325,2.1864,-0.12,-0.02,1.03
371269,-0.9137,1.8342,2.1858,-0.12,-0.02,1.03
371278,-0.9147,1.8345,2.1862,-0.12,-0.01,1.02
371287,-0.9153,1.8327,2.1861,-0.12,-0.02,1.02
371296,-0.9126,1.8391,2.1861,-0.12,-0.02,1.02
371305,-0.9134,1.8318,2.1852,-0.12,-0.02,1.03
371314,-0.9134,1.8328,2.1850,-0.12,-0.01,1.03
371323,-0.9140,1.8323,2.1856,-0.12,-0.01,1.03
371332,-0.9133,1.8332,2.1851,-0.12,-0.01,1.03
371341,-0.9138,1.8334,2.1874,-0.12,-0.02,1.02
371350,-0.9133,1.8333,2.1844,-0.12,-0.02,1.02
371359,-0.9127,1.8316,2.1856,-0.12,-0.02,1.02
371368,-0.9129,1.8322,2.1838,-0.12,-0.01,1.03
371377,-0.9168,1.8327,2.1846,-0.12,-0.02,1.03
371386,-0.9138,1.8308,2.1846,-0.12,-0.01,1.03
371395,-0.9136,1.8332,2.1846,-0.12,-0.01,1.03
371404,-0.9131,1.8322,2.1866,-0.12,-0.02,1.03
371413,-0.9134,1.8335,2.1875,-0.12,-0.02,1.02
371422,-0.9127,1.8324,2.1854,-0.12,-0.02,1.02
371431,-0.9134,1.8335,2.1845,-0.12,-0.01,1.02
371440,-0.9123,1.8339,2.1840,-0.12,-0.01,1.03
371449,-0.9114,1.8331,2.1841,-0.12,-0.02,1.03
371458,-0.9159,1.8324,2.1848,-0.12,-0.02,1.02
371467,-0.9134,1.8313,2.1862,-0.12,-0.02,1.03
371476,-0.9151,1.8338,2.1854,-0.12,-0.01,1.02
371485,-0.9137,1.8341,2.1842,-0.12,-0.01,1.02
371494,-0.9140,1.8334,2.1860,-0.12,-0.01,1.03
371503,-0.9135,1.8333,2.1843,-0.12,-0.01,1.02
371512,-0.9131,1.8329,2.1877,-0.12,-0.01,1.02
371521,-0.9143,1.8334,2.1854,-0.12,-0.01,1.03
371530,-0.9145,1.8314,2.1849,-0.12,-0.02,1.02
371539,-0.9149,1.8318,2.1848,-0.12,-0.02,1.03
371548,-0.9133,1.8316,2.1861,-0.12,-0.02,1.03
371557,-0.9154,1.8317,2.1831,-0.12,-0.02,1.03
371566,-0.9179,1.8321,2.1841,-0.12,-0.02,1.02
371575,-0.9141,1.8325,2.1853,-0.12,-0.02,1.02
371584,-0.9144,1.8329,2.1857,-0.12,-0.02,1.02
371593,-0.9145,1.8351,2.1873,-0.12,-0.01,1.03
371602,-0.9160,1.8323,2.1860,-0.12,-0.01,1.03
371611,-0.9151,1.8318,2.1887,-0.12,-0.01,1.03
371620,-0.9143,1.8327,2.1852,-0.12,-0.01,1.02
371629,-0.9149,1.8324,2.1847,-0.12,-0.02,1.03
371638,-0.9137,1.8316,2.1862,-0.12,-0.02,1.03
371647,-0.9159,1.8360,2.1860,-0.12,-0.01,1.03
371656,-0.9156,1.8314,2.1846,-0.12,-0.01,1.02
371665,-0.9136,1.8335,2.1862,-0.12,-0.01,1.02
371674,-0.9129,1.8323,2.1849,-0.12,-0.02,1.03
371683,-0.9161,1.8315,2.1857,-0.12,-0.01,1.03
371692,-0.9132,1.8326,2.1864,-0.12,-0.02,1.03
371701,-0.9130,1.8349,2.1875,-0.12,-0.02,1.03
371710,-0.9114,1.8312,2.1865,-0.12,-0.01,1.02
371719,-0.9152,1.8336,2.1860,-0.12,-0.02,1.02
371728,-0.9152,1.8332,2.1841,-0.12,-0.02,1.02
371737,-0.9143,1.8339,2.1862,-0.12,-0.02,1.03
371746,-0.9144,1.8345,2.1862,-0.12,-0.01,1.03
371755,-0.9080,1.8332,2.1870,-0.12,-0.02,1.03
371764,-0.9140,1.8309,2.1854,-0.12,-0.02,1.03
371773,-0.9138,1.8322,2.1855,-0.12,-0.01,1.02
371782,-0.9121,1.8325,2.1858,-0.12,-0.02,1.02
371791,-0.9105,1.8320,2.1858,-0.12,-0.02,1.02
371800,-0.9141,1.8330,2.1847,-0.12,-0.02,1.03
371809,-0.9137,1.8322,2.1852,-0.12,-0.01,1.03
371818,-0.9124,1.8326,2.1843,-0.12,-0.01,1.03
371827,-0.9132,1.8310,2.1853,-0.12,-0.02,1.02
371836,-0.9159,1.8321,2.1839,-0.12,-0.01,1.03
371845,-0.9135,1.8309,2.1868,-0.12,-0.02,1.02
371854,-0.9140,1.8321,2.1847,-0.12,-0.02,1.02
371863,-0.9151,1.8333,2.1844,-0.12,-0.02,1.03
371872,-0.9149,1.8330,2.1879,-0.12,-0.01,1.03
371881,-0.9128,1.8322,2.1852,-0.12,-0.01,1.03
371890,-0.9150,1.8335,2.1845,-0.12,-0.02,1.02
371899,-0.9157,1.8337,2.1852,-0.12,-0.02,1.03
371908,-0.9162,1.8318,2.1858,-0.12,-0.02,1.03
371917,-0.9134,1.8347,2.1886,-0.12,-0.01,1.03
371926,-0.9151,1.8327,2.1870,-0.12,-0.01,1.02
371935,-0.9155,1.8323,2.1841,-0.12,-0.02,1.03
371944,-0.9141,1.8312,2.1886,-0.12,-0.02,1.03
371953,-0.9166,1.8329,2.1840,-0.12,-0.01,1.02
371962,-0.9146,1.8317,2.1860,-0.12,-0.02,1.03
371971,-0.9142,1.8318,2.1843,-0.12,-0.02,1.03
